date,spread21_Q1,spread21_Q2,spread21_Q3,spread21_Q4,spread21_Q5,spread7_Q1,spread7_Q2,spread7_Q3,spread7_Q4,spread7_Q5,return_Q1,return_Q2,return_Q3,return_Q4,return_Q5
2024-04-05,-0.0004145741590091759,-0.00041366323559246664,-0.0004186761491235801,-0.0004237626288467238,-0.0002941108444571188,-0.002874808129434381,-0.0027265064342213144,-0.002755566676531275,-0.0027146082714428503,-0.0027206690331779775,-0.0024486722927344624,-0.0022782792890111737,-0.00023839359005267625,-0.00029863269988179207,0.000762481730782973
2024-04-08,-4.479002461674279e-05,0.0004217183697640142,-0.00012230821410502986,-0.0002794764595166697,0.00010473593285564093,-0.0017729648476360182,-0.0018536308344058602,-0.00161434941743635,-0.0016848073031279285,-0.0018926564751370518,0.0005649273586737811,-0.0001632040717899943,0.0001147324364462019,0.0007582668600716148,0.00166389445596847
2024-04-09,-0.0004406134293797524,-0.0008493005738090475,-0.0006244984914359298,-0.0008134838141709953,-0.0005174563972768286,-0.002814345284714654,-0.002727963767991425,-0.003089532887655843,-0.00256780667205972,-0.0024724881975318382,-0.0053402134844246175,-0.0024252915115468704,-0.002795154707219816,-0.0008221715492172051,0.0007501311594396107
2024-04-10,0.001719873771836224,0.002589254903006419,0.0021049407504416,0.0015092253188384193,0.001458322471422476,-0.00046872035590179534,-0.000721764157280857,-0.0005104021711286148,-0.0007496158683821712,-0.0003132549300984523,0.00757681684055741,0.007816308665584608,0.005864677293930024,0.006609709816352334,0.005594363624626089
2024-04-11,0.0022000915919703546,0.0013893331983413151,0.0013972741507349141,0.0014135688273903848,0.0012870698530792713,8.665474061667121e-05,-0.00027276977196162414,-0.00010508371756748111,-9.791049952001913e-05,-0.000558014174528555,0.006967946470326979,0.007933266806818032,0.0050345218296588955,0.0045841242111534465,0.0047576460077929485
2024-04-12,0.0011241896354943857,0.001188971970825535,0.0007761882457341523,0.0009638886432858093,0.0008552378181284569,4.38695809283633e-06,-0.00051425161560419,-0.0003837669608355752,-0.0005645356131020239,-0.00046396053782288613,0.0038138127106326714,0.003914895135166799,0.004433244240861637,0.002975541338113504,0.004263031902680485
2024-04-15,0.002047005835485386,0.002157607953340857,0.0018192558126018453,0.0017155703990065292,0.0017458338182392906,-2.286247243135902e-05,-0.00011941581312969497,-0.00034825032124794744,-0.00017257831138072885,-0.0005144929366986846,0.009946917294921457,0.008434747958864225,0.007183550526831927,0.005658835208172641,0.0057341832345084096
2024-04-16,0.003759040118988138,0.004335099558033277,0.003641698579370955,0.003468196691600271,0.003148199950994772,0.00033997502918250506,-6.093398110114299e-05,-0.00010202803191481905,-0.0001433351368732949,-0.000237671323870924,0.020104509774284417,0.015382343580830512,0.014110412662607536,0.009541719632224313,0.0094221564647495
2024-04-17,0.002210871240835962,0.002556617056974119,0.0026338006358819803,0.002637583694757538,0.0019746629578239233,-7.973181669522378e-05,-0.00013298801919425728,-0.0003646612309025004,-0.0004091838477142093,-0.0007109122834103666,0.014747802403149421,0.010243705455863006,0.007882386215365184,0.00787325001675549,0.005661218917787851
2024-04-18,0.0026937441162589474,0.00270864104501791,0.00262457884085725,0.0024016801838310045,0.002471358446451881,0.0008463818294471712,0.0007496267721697332,0.000338586754079425,0.0003195549057989335,0.0002267883739536284,0.015264431224394782,0.01070223996063479,0.009402398315674115,0.006507768078546475,0.0073125858799025605
2024-04-19,0.0026246205957108954,0.002349603973923924,0.0021273548750986152,0.0018781442170265647,0.002400180077585468,6.223042675743763e-05,1.452351545707482e-05,-0.00031748186717817637,-0.00037081658149438557,-0.00034032698713834286,0.013399322195797229,0.010812723821496343,0.006751187023584369,0.007057495480292164,0.006005989049472216
2024-04-22,0.0026083918194491143,0.0024771872862892506,0.002640177331345046,0.002111825281450242,0.002048795329473895,0.0003027644484416334,0.00035047446119825236,-4.6423340752484774e-05,0.00027469391175247637,0.00030377974788977133,0.01375689809148153,0.010641913387091766,0.008212724819312029,0.007974889161512979,0.005038107707687596
2024-04-23,0.0020507152999752762,0.0017212201965429383,0.0018277926092367947,0.001168626542477905,0.0017297831979205959,0.0007258015482259334,0.0008067156692724713,0.0007819651047771501,0.0007606045775192382,0.0005067279113426286,0.01208243955561848,0.008367160112875596,0.005430368266317559,0.004688712962586737,0.0041972105061265684
2024-04-24,0.0017033382033751997,0.0014658182708851856,0.0013005968824257236,0.0006254545745213364,0.001674553314011159,0.0017588377519835428,0.001905351937012886,0.001760914681005835,0.0016732440557991252,0.0014645916065763457,0.011145404520904059,0.0067146848481240366,0.004399061042247454,0.0028125794154047114,0.0046097805703241585
2024-04-25,0.0025178041507176955,0.0021771569335615,0.0020865083402114666,0.0018227325733861503,0.001613615402798038,0.0023552104496760364,0.0023224427928020203,0.0025911183655500103,0.002204563990010877,0.0025799119338393,0.0162418894985873,0.009695514291502153,0.006960800617763828,0.004192718694412437,0.005354783126820968
2024-04-26,0.001235327672470262,0.0012789358604586624,0.0011708138614827449,0.0014685608867988451,0.0006970599550446545,0.002219259698469162,0.002201934051117981,0.00214822778936487,0.0018623371819981905,0.0021923437096018953,0.00832986976394122,0.005297547094787634,0.004199237030240886,0.004131749582376426,0.0030677192870599583
2024-04-29,0.00023079262063592282,0.0002777332520893597,0.0010966274289894602,0.00013973338159817614,0.0004030459693189188,0.0017844331670621287,0.001270473245064343,0.0017573967562243952,0.001468478930399575,0.0016626890373281859,0.0018771856325501773,0.0008492178165774042,0.0034081138137242754,0.0016145524194740844,0.0020078647797813487
2024-04-30,0.0015495388457331186,0.0017127259007166204,0.0024349523183790052,0.0014191156790952428,0.001494937538229281,0.00301615285656945,0.002311436409471616,0.0024331462458505758,0.0025407779321133996,0.0027483946791788862,0.010528585640783268,0.007028696583028695,0.006856978476994566,0.005307113019587853,0.0038945477787086717
2024-05-01,0.002092980806778981,0.0013474657124508762,0.0015870916193160146,0.001921309565341024,0.0010082415692552712,0.0018287143482623811,0.00158636680088163,0.001380703450169386,0.0012943510667871572,0.0013770894285060574,0.010474541387289356,0.008335311201250816,0.005437891456362949,0.003965635869315957,0.003730373770780737
2024-05-02,0.0017079721847053952,0.0014194814936348856,0.0015896257537452712,0.0012560400997144998,0.0021318205787640384,0.0006437494659334094,0.0006126821486216666,0.0006408795748763001,0.0006918661240254401,0.0006302049925956761,0.011673157581865263,0.008459864525721764,0.0046624189642640885,0.0032772735026675914,0.0053291555093888925
2024-05-03,0.0016709719437257519,0.001981000690953152,0.001241396382692681,0.0008087864988939315,0.0010147575377934543,0.0006023137773125136,0.0004592083715230599,0.00026054986555975256,0.00015641263695715996,0.0006001429075176952,0.00874532965294261,0.00782696946636013,0.005828014442650039,0.0028204572956026454,0.002961797247541132
2024-05-06,0.0017143693800509715,0.0020803795472106763,0.0018207171669907551,0.0018043304114043475,0.0010878965034687284,0.0016480570838830286,0.0011755414309787045,0.0013656089632996498,0.0012227555464972954,0.0011155070203405378,0.010984895876585453,0.007927620467898078,0.005582875275153645,0.0046947309429526945,0.0041589440389312405
2024-05-07,0.002038890106031745,0.0012552397644435,0.001351470519430924,0.0013331640243683623,0.0014713948352163522,0.0005680579711464855,0.0004885583238597808,0.0005823500229535797,0.0004624386684654574,0.0009727489836666761,0.008152862437775453,0.004811710724789286,0.005555001319535765,0.004409614900466103,0.005823805597855893
2024-05-08,0.0006021222636217286,-7.922246450479016e-05,0.0001615144638345619,7.007979579245233e-05,3.765577610401429e-05,0.0008034883654204406,0.000341183930957765,0.0005024593823115712,0.00070261894268155,9.835658960579511e-05,0.0022967909531495167,0.0005227727569641578,0.0012760724887992416,0.0018815322688539656,0.0009679808068687944
2024-05-09,-5.8567736198513586e-05,-0.00034232894463009504,-0.00045645142070605736,-0.00044214305319325003,-0.00024091199722142836,-7.758442116472855e-05,-0.00017154658396876656,-0.00024046401645029996,3.0629228384001095e-06,-0.00024229315117091894,-0.00036185415897571567,-0.0005107875010786754,-0.0006801982129276902,0.00044349720085035257,4.3469057982046424e-05
2024-05-10,0.000741922421776232,0.00016573218390332505,0.0008615293810318999,0.000398927095705975,0.0009586789362247953,0.0006009575514808546,0.0006087648931501049,0.00046013700602400996,0.000733009511405857,0.0008308043637367287,0.0019520622691619129,0.0019812069923883075,0.003710850764199062,0.0037417321899010534,0.003707198639779448
2024-05-13,0.0015013659195515317,0.0015316303652971649,0.0014120563859474449,0.0016765948605541598,0.0019251301757425225,0.00025048025108589077,0.0002768262950197498,0.0002503888689079201,1.4991439673018929e-05,0.0009272981689365523,0.004491482765426426,0.00514302072120473,0.006490038806524394,0.006693122624542256,0.008844898193131044
2024-05-14,0.0013960574917695001,0.0018684956279781475,0.0017257206522463247,0.0010245040101255903,0.002107774335580995,-0.0011165937851560237,-0.000555279100206162,-0.0007165193955794855,-0.0006257747663152383,-0.0007771631496873858,0.0051226678616579395,0.00668832406239002,0.006725357961661557,0.006644738216051438,0.007429886256672294
2024-05-15,0.0004096679895040863,0.0003085478633355249,0.0005250701467677003,0.0009171761878637381,0.0007943786990141094,-0.0019629993455902188,-0.0017377175842932429,-0.0012804395733324954,-0.0014652622942817651,-0.0018683236287936429,0.0007556507257103452,0.0023693756801328758,0.0020543051381992257,0.0038250122990526754,0.00547902057229507
2024-05-16,0.0003299223280535622,0.00031714937784489065,0.0006617435186624899,0.0006198683522465902,0.000952589831530419,-0.0017818124859258092,-0.0018425217973653905,-0.001617444064174376,-0.0014097218810122266,-0.0012340180635034635,0.0007428545133878469,0.0023260485997148007,0.0024491710790848853,0.0032588073020804013,0.004525648137421643
2024-05-17,0.001003597930364757,0.0013633592972275576,0.00129823031713741,0.0014913833364577859,0.002006289690874028,-0.0016849739879858522,-0.0016478588919879948,-0.0016233054766283711,-0.0019047713908441285,-0.0014342899238257763,0.0023636348531709856,0.005058991137344661,0.0045457962271157355,0.006625925897884015,0.009818618033343156
2024-05-20,0.0012491737242210476,0.001226713133336281,0.0010739187703087398,0.0012132168924176474,0.0017554710593224764,-0.0008328564972801334,-0.0007788116927728152,-0.000738418009967138,-0.0009445427119797856,-0.0005109310657912284,0.002266015032930233,0.005092139963974214,0.004112837392353319,0.006409734414659809,0.008096662138043813
2024-05-21,0.0002395287237833903,0.0009787213317676096,0.000871420817640219,0.0008094528230081501,0.00043725493879642833,-0.0004678119720942905,-0.0006114397087056812,-0.0006719506051846103,-0.0004738745712180523,-0.0005284813889129714,0.0008832917248453782,0.003834339760397589,0.002338268320470438,0.003137262665608163,0.005862194300331537
2024-05-22,0.0010104328001971192,0.0012069488517734049,0.001427817068190505,0.00132483096025745,0.0008605032134568409,0.0007281569315810862,0.0005776843780279452,0.00064567099021202,0.0005177725707184002,0.0007061812138638524,0.002340340938643983,0.0041206736891532675,0.0056469620797687725,0.005199460947843333,0.006944151543825119
2024-05-23,0.0011818279077065049,0.0014646372036363098,0.00195176797271765,0.0018167951523474575,0.001259329127478848,0.0016008986887286192,0.0016821532620889667,0.0017593137600213401,0.0016470439159206572,0.0017617911194504146,0.0032372924704962927,0.005472749086004068,0.0061299832418304934,0.007172096912880102,0.008444065940275242
2024-05-24,0.0012096049611489668,0.0011173340124205427,0.000512123668925725,0.0009775341947739144,0.0004153158678839619,0.002319209652249682,0.00219594604406085,0.0022578379384165497,0.0017193846065968956,0.0018127873315819765,0.0031020460357372077,0.003490753866355556,0.003435088614186474,0.003780441276492244,0.003194386312188537
2024-05-28,0.001585658533362876,0.0015616307582632146,0.0018675278978561476,0.0021199728310177853,0.0015628152623001147,0.0023608211954437045,0.002548399323546271,0.002581480262976775,0.002361063699187495,0.002457855443567545,0.003685275088223082,0.005849319204954906,0.006755230197363136,0.007797466929620213,0.00987875775372159
2024-05-29,0.001634309743173486,0.001515205030177452,0.0016657405708781002,0.0017458938733911854,0.0013337131681190717,0.0013512138037789524,0.001541940912192762,0.00126185582234971,0.0013641793357710382,0.0011168873688164763,0.003971161084576753,0.005051694702101793,0.006283518951483062,0.007398939978605537,0.00866537430017609
2024-05-30,0.000774597194815919,0.0010802039900680144,0.0010115277263067653,0.0009447633266881093,0.0002802630871241377,0.0009132592459758228,0.0007020901720436345,0.00042246578994988026,0.0004670326255793523,0.0004852259216579236,0.0017738676209888258,0.003250845653477013,0.0031266105609748704,0.004222965412608633,0.0035920864834972856
2024-05-31,0.0007245951171391287,0.0006979002663386335,0.0008030794068756749,0.000675940447508885,-7.45921818478137e-05,0.000762088246509881,0.0004527406671703096,0.0003606602638628804,0.0005873326193451666,0.0004997539586691095,0.0020857299096691405,0.0012153666714046977,0.0033644967356089204,0.0034516284867502217,0.0012010075761617809
2024-06-03,0.00028538836865034286,0.0003261917034011809,0.0006652496711867099,0.00044522970683612387,-0.0001189945938023237,0.0008368131886422854,0.00042262129495910004,0.0005720757567729334,0.0006476656105082101,0.0006710727477420137,0.00025352195600365464,0.0005789580941645449,0.002941665898855396,0.0026046254886002516,0.0007195899320685035
2024-06-04,0.000891890733666224,0.0013067140952653952,0.0008930116461530523,0.0008481318670603749,-3.7152040273704625e-05,0.0007181158256233906,0.0006934718543651002,0.000760555137253945,0.0006635399809377428,0.0006822796833453859,0.002688728745747664,0.003298182112079157,0.0024961207503789396,0.0036606118163683963,0.0018468138350499577
2024-06-05,0.00023207603760344993,0.0005721121847313841,0.0003443567512258478,0.0002751175308364858,-0.000529821164940538,0.00014239567263537263,0.00019661533990308005,0.0003899494503681401,6.903051972930012e-05,0.00019926157309099515,0.0002766364403818987,0.001961424079333197,0.0005703204502654298,0.001705997204060135,-0.00041289700884075247
2024-06-06,0.0003584928955243717,0.0004197292560870523,0.0005493310503487051,0.0005772589834168477,-0.0005956387673549523,-0.0002240817017974381,-0.00035483024696471896,-0.0002296951308701333,-0.0003558832510715751,-0.00038397427225386684,0.0009211954352061858,0.0018110415721460421,0.0027952961163081984,0.0002449135460156147,6.990546963349948e-05
2024-06-07,0.001974529592767091,0.0023017567523071097,0.0019266638334245144,0.00212327754901416,0.001231003926498914,0.0018149964900104145,0.0016751981609078748,0.001765281610421219,0.001810033281602905,0.001756043208631462,0.005323171852620991,0.005359916890026132,0.007343736093735789,0.008240359295346443,0.00764069984344431
2024-06-10,0.002771659263946829,0.0033040959515038236,0.0031845132475162097,0.002934753636817875,0.002254858496149067,0.001407701992680557,0.0012943490699187901,0.0014765627874730573,0.0015464632725506802,0.001590287948469323,0.007534748213670948,0.00876355020420028,0.010142183002303523,0.011728673925342289,0.011833680228415057
2024-06-11,0.003029800574233747,0.0033090924359657718,0.0032324967867549195,0.0025482369608160146,0.0026144518204548666,0.00010224034701656653,0.0006623314279457093,0.0009970211973681288,0.0007819079308550499,0.0008677252112507524,0.008708459361372399,0.009480944750805909,0.007857724376449923,0.010804959043574916,0.012998113021492851
2024-06-12,0.0018826784595920914,0.002099167321405333,0.002066238386123955,0.0018359185368071714,0.0009607556844415451,-0.0004788992352702727,-3.39643758050949e-05,-0.00019995902760316171,0.00012158665413186,7.552035220319506e-05,0.0032871051534600045,0.0050727877402184885,0.0073129951229842114,0.008434212534223426,0.004867539957631454
2024-06-13,0.0019484537899198545,0.00232668123279772,0.0018939113394281352,0.001688270505689062,0.0008891817801181237,-0.0012847191393309545,-0.0008512555451326105,-0.0005743804481135004,-0.0007407142371894599,-0.0008444995805323904,0.005209341570839277,0.004471424767743263,0.006557710362456884,0.006614970006557311,0.005303685884578343
2024-06-14,0.001794709435392876,0.0023025688157655,0.0020746207830885854,0.0016291981297677862,0.0007584125858008667,-0.0012080418410756238,-0.001227548247517385,-0.0020321217165799287,-0.0012569252591526619,-0.0013059125719436333,0.004682658198835419,0.0062552154786152045,0.004798981904235922,0.006867976723641649,0.0049757862121691376
2024-06-17,0.0020332441535829,0.0026337361781512765,0.0021927527243357755,0.001997242863086562,0.0010467044194189096,-0.0002612824920325334,-0.00020857104010014982,-0.0001372675553884143,-0.00045706810343507,-0.0009584110201107318,0.00518402110912393,0.004700908419989811,0.008134672308812294,0.008621748880124838,0.0054463006267425895
2024-06-18,0.0010216919604392478,0.001650643648129755,0.0011426784498974763,0.0009413603578819765,0.000375504759998081,-0.0012730436940631997,-0.001962001323484871,-0.00144289490689457,-0.001559874557316671,-0.0013331236743420664,0.0007799388802533393,0.0038747170672451207,0.0051821000349072995,0.004081236610251083,0.0017827995194747458
2024-06-20,0.0017616014533191106,0.0019234189606378445,0.0015759369841490001,0.001086125420622543,0.0009107164165097713,-0.0006062404004608951,-0.0014893182601144453,-0.0012919217101596378,-0.0011124632671513858,-0.0017636172384765379,0.0038242518028725235,0.004980494977427713,0.005296839660160119,0.005450417603861054,0.003538191318183647
2024-06-21,0.001991789715089681,0.0022903292291046144,0.0014327597074075952,0.001989826131630955,0.001545570200169259,-0.00035555079889944985,-0.0008287394632434666,-0.0006659313608592,-0.0007401600983911955,-0.00072539316738873,0.004424046632040627,0.005540769543155398,0.006869685184373741,0.006555127556050722,0.004985735764881366
2024-06-24,0.0014912594686771815,0.00229678036857056,0.0020522190742738333,0.001205715055871835,0.0012167785417522144,-0.00033272205373450006,6.735310209379984e-05,-0.00026740039838240497,-0.00033052985873864755,-0.00014754219850530466,0.0027799196924488227,0.004921270220821571,0.007532031073925334,0.005849143830654764,0.0024737175416214736
2024-06-25,0.0019467909812052723,0.0026041613539496155,0.002457132037225757,0.0019308022605707997,0.0014736299713104107,0.0010667196836258227,0.0011816845134433249,0.0010519402822031568,0.0006440982955471451,0.0007399200270418142,0.004057911538989474,0.006140339372852117,0.00872158255785911,0.007109235355784067,0.0055477318877452724
2024-06-26,0.0031975334930536632,0.0036062210160930294,0.003307684666914747,0.002750141590758,0.0030712354327043436,0.0014898342430777905,0.001674254647644086,0.0013964468878283859,0.001257230495274045,0.0010885008620572002,0.007666197689269973,0.008765799979996129,0.011123396279847372,0.010962056084640404,0.012762125010886655
2024-06-27,0.0027814223322896684,0.002828277685630065,0.0031066548348657333,0.0029089857882815618,0.002635778731707155,0.0008755355864081476,0.0009876577132348287,0.0010264238881908551,0.000933040527076138,0.001077293920153167,0.007322847868389528,0.008797051111216673,0.008431649727878672,0.010578357125785951,0.010381962977611897
2024-06-28,0.0036227688768246985,0.004008234715333422,0.00354408352731717,0.0037605763946621145,0.0034792375917204288,0.0016664421167876177,0.001559551118308335,0.0017296417705019236,0.0016053611361422603,0.0017113479969478285,0.009102860781250792,0.009857888895451436,0.012512298666405186,0.012912268989001455,0.016462536235035026
2024-07-01,0.004318198644560056,0.0052489094710971695,0.004837936090760457,0.004948009163799905,0.005040738827032394,0.0025207644720836313,0.00275108140897533,0.0027833951305799346,0.002817693193398781,0.0025175309849542146,0.011592856814544642,0.011668356229729131,0.016313046893686674,0.01874478791491619,0.02422622229404737
2024-07-02,0.004888937382879364,0.005017029829524485,0.005591591954044135,0.005760697676068814,0.005478202313167438,0.0026952154129176588,0.003037222324721665,0.0031975735165551853,0.0029975349847022287,0.00268941738568592,0.016220579767859806,0.015965255824974996,0.017325812838729616,0.019127053216179447,0.02005898261230141
2024-07-03,0.006360543067174894,0.006160967292443021,0.006721339224931367,0.007385703506798654,0.0067689737900925055,0.0014583461388208501,0.0021791436078205653,0.002205881022448338,0.002290740424209572,0.0023628483528688304,0.02108288747067198,0.018605118622210808,0.02275966121499743,0.022835896541146282,0.02283223762780905
2024-07-04,0.0047964162878131236,0.004636676928585585,0.005830626489325538,0.005165979805032645,0.00527507002331019,0.0013607504847631365,0.001683187246290319,0.001617384659459545,0.0018078177914076503,0.0018870051177628713,0.017349597305810555,0.014405085782654682,0.016917376335555775,0.01621556486928025,0.018070798229435515
2024-07-05,0.003923151222586395,0.004189527907265776,0.004851439293764558,0.004630599796435266,0.005216301449101933,0.0013883514985289455,0.0016206850744600603,0.0017803877002521447,0.0020218705516917524,0.001870963270072881,0.014578624777403753,0.01163470258081055,0.013936355043682484,0.014441222695802452,0.016946708338752264
2024-07-08,0.003688528895800472,0.004465651138142741,0.00457787385879928,0.004965964474238365,0.004774971375562586,0.0011856879938338043,0.0013152280658069047,0.0017152362700715382,0.00137630237234198,0.0014578144702760334,0.013526070113854823,0.013378053857526283,0.012922878857883891,0.014246960108466414,0.01477895014689962
2024-07-09,0.0033775264367434184,0.0034263237313016904,0.0043643510030047135,0.0038067255546340843,0.0045141024753446194,0.0006157774680299432,0.0007464125787952239,0.0009958702291205151,0.0010997333250488287,0.0009441463457063523,0.011756017566563044,0.01121323090371489,0.010706579050986978,0.012163018243478704,0.013955949147933706
2024-07-10,0.0025788726345539682,0.00296225479821365,0.003475294986058881,0.003236907203012105,0.0034768362785280527,9.624081378316676e-05,8.278543682768106e-05,-7.563328014371428e-05,0.0001787946166004858,-0.00016177983387168088,0.00806220352573326,0.008388792855176713,0.0105802042517374,0.00990360221931547,0.012178322251797576
2024-07-11,0.002627683501997296,0.00268494494021871,0.003188415276308114,0.0032512650754509,0.0030767351213819003,-6.509123729734764e-05,-0.0003852426801586476,-0.0004691448334939199,-0.0005432700712417251,-0.0006020565231730818,0.007394422922916888,0.00773955160077715,0.009798014413447005,0.01043931548558311,0.011592534664239732
2024-07-12,0.003646215434623709,0.0037778665772219854,0.003950111751485519,0.0044753156068503145,0.00445225208449443,-0.00018810280913946699,-0.00038762085644778084,-0.00022132098413738007,-0.00013012226351419518,-0.0002493528289256097,0.010624693033560294,0.009638921682452261,0.012681067528942944,0.014965411514539879,0.0175863483185559
2024-07-15,0.002996574343998282,0.0034688067569988252,0.0036234397602099575,0.0037037033638278954,0.003943951079123152,-0.0006128383164542382,-0.0006290799848299665,-0.0005115815761620991,-0.0004974620273404502,-0.0003742795590231045,0.011447878362287271,0.008830247542943847,0.010508287368161593,0.012142413908726227,0.013707891794699839
2024-07-16,0.0024590161254752713,0.0025788838080780334,0.00263985248054313,0.0029876335177309184,0.003040696353474473,5.8467210179142795e-05,-0.00014268944553943997,5.255901401371891e-05,0.0002356191310646905,0.00013883187854316672,0.008512737042367114,0.006813479283608173,0.008063106722476728,0.009816493492551552,0.01125907988708783
2024-07-17,0.0030790806242533327,0.003446022767517855,0.003435857395003128,0.0035275875500721506,0.0037566042749640318,0.0004430518975733761,0.0004561404575834665,0.00045535127010833495,0.0004267821975887477,0.0005379271923170334,0.011776911287194422,0.008104419509361114,0.009857407890412614,0.012861336495406292,0.014072925937719472
2024-07-18,0.003443860763251567,0.0038049697281982,0.003720557828064895,0.0040834425035074185,0.004189867454618395,0.0010956097051365095,0.0009758225306630141,0.0012704791407667938,0.001249643380159238,0.001153011238143246,0.012390518714663621,0.010237070809236404,0.011275989133480966,0.012815631849742484,0.016674331209036015
2024-07-19,0.004128499609393395,0.004272667281596752,0.0045466704476486595,0.004715800653997056,0.004654215058216647,0.0020753195225416492,0.00212679532891069,0.002170832421565657,0.0022874355376231374,0.0021958974921184376,0.016763691983224558,0.013808506758897169,0.013590874203198013,0.013385203255018085,0.015673132415114584
2024-07-22,0.004355720520802857,0.004692632500583505,0.0048055020834876574,0.004963233375852276,0.0052780547125045995,0.002791391540285945,0.002950854167109135,0.002804446346496385,0.0028579388070866145,0.002773255276848109,0.016409298394030877,0.014600017799129329,0.014834491954896162,0.01522846164147,0.01754892005489887
2024-07-23,0.004117093077704865,0.0041991944921799,0.00421792804759108,0.004223609454147313,0.004557561009976921,0.0046817012395586385,0.004829542229305135,0.004866299859936822,0.005149613180975543,0.0045978965425528,0.016918818711811858,0.011684683490478473,0.014956381408849247,0.011913947638343577,0.015593763209570182
2024-07-24,0.004444600680095595,0.004628648877095019,0.004758782814633493,0.005320282058741462,0.005168350864237924,0.0038627713638335706,0.0037068029768390796,0.003964040101022429,0.004317312163887052,0.004121534858965148,0.02143975909569853,0.014082674223181388,0.011993355305464415,0.0162602230446487,0.015342015511331006
2024-07-25,0.003917078463239142,0.003915315174706552,0.00421050219057364,0.004766708319938029,0.004457549836826152,0.002393681979257832,0.0028951139871761294,0.0028183852004343454,0.0027265484729977287,0.002966190458300914,0.016946213399314708,0.010644810863000167,0.012948880700829815,0.013694545379499956,0.01514259548936952
2024-07-26,0.0036900466880064138,0.0040052574252884,0.00451279582312238,0.0051854626017662905,0.004620375435337591,0.002014883089304347,0.00233329069147151,0.0025900037734911713,0.002788172622135638,0.003296623802291208,0.011532923861850881,0.012055299401868546,0.013322797390603255,0.014960444851737283,0.018793230921528598
2024-07-29,0.003306230859291843,0.0035560281000012206,0.004219203822150766,0.0044945903333570205,0.004370112882941769,0.001614276766146886,0.0017244935194326648,0.0015841486012665618,0.0021260124180885556,0.0023244041303370163,0.009293079730754121,0.01154436678957552,0.012523295048199,0.013809160654485852,0.016395262824918395
